job_url,status
https://www.naukri.com/job-listings-data-engineer-evnek-chennai-delhi-ncr-bengaluru-5-to-10-years-190925912720,failed
https://www.naukri.com/job-listings-data-engineer-ideslabs-private-limited-bengaluru-6-to-11-years-260925915649,failed
https://www.naukri.com/job-listings-python-developer-tredence-kolkata-chennai-bengaluru-3-to-6-years-300925028623,failed
https://www.naukri.com/job-listings-python-developer-eng-infosys-pan-india-infosys-hyderabad-chennai-bengaluru-3-to-8-years-090625015061,failed
https://www.naukri.com/job-listings-python-developer-3-years-chennai-bangalore-tvm-infotech-chennai-bengaluru-3-to-8-years-170925019516,failed
https://www.naukri.com/job-listings-python-software-developer-carelon-global-solution-gurugram-bengaluru-3-to-5-years-300925013807,failed
https://www.naukri.com/job-listings-python-software-developer-bounteous-x-accolite-chennai-bengaluru-3-to-8-years-190925022062,failed
https://www.naukri.com/job-listings-python-developer-gist-management-solutions-hyderabad-chennai-bengaluru-1-to-5-years-190425004156,failed
https://www.naukri.com/job-listings-python-developer-with-neo4j-express-asv-consulting-services-hyderabad-chennai-bengaluru-3-to-7-years-100925925064,failed
https://www.naukri.com/job-listings-python-developer-ti-steps-hyderabad-chennai-bengaluru-1-to-3-years-090925015000,failed
https://www.naukri.com/job-listings-python-developer-persistent-systems-limited-bengaluru-3-to-7-years-171024011437,failed
https://www.naukri.com/job-listings-hcl-hiring-for-python-developer-role-hcltech-chennai-bengaluru-4-to-7-years-220925011082,failed
https://www.naukri.com/job-listings-python-developer-infovision-inc-bengaluru-3-to-6-years-290925014658,failed
https://www.naukri.com/job-listings-python-developer-cloudxtreme-hyderabad-chennai-bengaluru-6-to-9-years-300925011490,failed
https://www.naukri.com/job-listings-python-developer-ggs-information-services-bengaluru-2-to-5-years-100925013977,failed
https://www.naukri.com/job-listings-python-developer-pan-india-a-infosys-hyderabad-chennai-bengaluru-5-to-9-years-300925028098,failed
https://www.naukri.com/job-listings-python-developer-sandhata-technologies-hyderabad-chennai-bengaluru-4-to-9-years-280925003290,failed
