job_url,status
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-150925919652,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925919038,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925919206,applied
https://www.naukri.com/job-listings-ai-data-engineer-ntt-data-information-processing-services-private-l-imited-bengaluru-1-to-4-years-150925916270,applied
https://www.naukri.com/job-listings-ai-data-engineer-ntt-data-information-processing-services-private-l-imited-bengaluru-1-to-4-years-150925914631,applied
https://www.naukri.com/job-listings-data-engineer-acl-digital-bengaluru-3-to-6-years-150925502288,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-150925920791,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925919552,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-100925932759,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925928500,applied
https://www.naukri.com/job-listings-data-engineer-thoughtworks-technologies-india-pvt-ltd-gurugram-coimbatore-bengaluru-3-to-7-years-290825911717,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913187,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825912582,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925928033,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-270825914638,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913686,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913228,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925917462,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-150925917456,applied
https://www.naukri.com/job-listings-data-engineer-happiest-minds-technologies-noida-pune-bengaluru-3-to-8-years-100925018199,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925927217,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-010925918731,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-290825915841,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-290825915706,applied
