job_url,status
https://www.naukri.com/job-listings-data-engineer-ssis-and-tableau-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-250225501354,applied
https://www.naukri.com/job-listings-data-engineer-evnek-new-delhi-chennai-bengaluru-5-to-10-years-270825912345,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-100925932759,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925928500,applied
https://www.naukri.com/job-listings-data-engineer-thoughtworks-technologies-india-pvt-ltd-gurugram-coimbatore-bengaluru-3-to-7-years-290825911717,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913187,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825912582,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-190825922917,applied
https://www.naukri.com/job-listings-data-engineer-python-with-gen-ai-capgemini-technology-services-india-limited-hyderabad-pune-bengaluru-2-to-6-years-130825915543,applied
https://www.naukri.com/job-listings-data-engineers-mirafra-software-technologies-pvt-ltd-hyderabad-chennai-bengaluru-2-to-6-years-210825928080,applied
