job_url,status
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-100925932759,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925928500,applied
https://www.naukri.com/job-listings-data-engineer-thoughtworks-technologies-india-pvt-ltd-gurugram-coimbatore-bengaluru-3-to-7-years-290825911717,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913187,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825912582,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-190825922917,applied
https://www.naukri.com/job-listings-data-engineer-python-with-gen-ai-capgemini-technology-services-india-limited-hyderabad-pune-bengaluru-2-to-6-years-130825915543,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925928033,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-270825914638,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913686,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-250825913228,applied
https://www.naukri.com/job-listings-ib-field-data-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-100925504290,applied
https://www.naukri.com/job-listings-data-engineer-happiest-minds-technologies-noida-pune-bengaluru-3-to-8-years-100925018199,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-080925927217,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-010925918731,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-290825915841,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-290825915706,applied
