job_url,status
https://www.naukri.com/job-listings-data-engineer-photon-interactive-pvt-ltd-pune-chennai-bengaluru-2-to-6-years-160925926357,applied
https://www.naukri.com/job-listings-data-engineer-data-happiest-minds-technologies-bengaluru-3-to-5-years-160925039586,applied
https://www.naukri.com/job-listings-data-engineer-data-happiest-minds-technologies-bengaluru-3-to-5-years-160925039694,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-150925925448,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-150925919652,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925919038,applied
https://www.naukri.com/job-listings-data-engineer-python-with-gen-ai-capgemini-technology-services-india-limited-hyderabad-pune-bengaluru-2-to-6-years-160925925044,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925923988,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925919206,applied
https://www.naukri.com/job-listings-walk-in-drive-hyderabad-chennai-indium-data-analyst-data-engineers-indium-software-hyderabad-bengaluru-2-to-6-years-160925015369,applied
https://www.naukri.com/job-listings-data-engineer-photon-interactive-pvt-ltd-pune-chennai-bengaluru-2-to-6-years-160925926543,applied
https://www.naukri.com/job-listings-data-engineer-photon-interactive-pvt-ltd-pune-chennai-bengaluru-3-to-7-years-160925926246,applied
https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-150925925550,failed
