job_id,url,title,quality_score
150125501602,https://www.naukri.com/job-listings-data-engineer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-150125501602,Data Engineer,72
140525503526,https://www.naukri.com/job-listings-data-engineer-edgematics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-140525503526,Data Engineer,70
010725916064,https://www.naukri.com/job-listings-stream-sets-etl-developer-associate-deutsche-bank-ag-pune-bengaluru-3-to-7-years-010725916064,"Stream sets ETL Developer, Associate",50
270625931780,https://www.naukri.com/job-listings-streamsets-etl-developer-associate-deutsche-bank-ag-pune-bengaluru-4-to-8-years-270625931780,"Streamsets ETL Developer, Associate",50
080725022258,https://www.naukri.com/job-listings-etl-python-pyspark-developer-cgi-bengaluru-6-to-9-years-080725022258,ETL - Python/Pyspark Developer,40
041024501752,https://www.naukri.com/job-listings-sql-developer-data-engineer-itfirst-consultants-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-041024501752,SQL Developer / Data Engineer,35
080725021884,https://www.naukri.com/job-listings-python-data-engineer-helios-placement-solution-mumbai-pune-bengaluru-3-to-8-years-080725021884,Python Data Engineer,35
040425502173,https://www.naukri.com/job-listings-data-engineer-dataiku-python-infocepts-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-040425502173,Data Engineer - Dataiku / Python,35
170725922819,https://www.naukri.com/job-listings-data-engineer-python-soul-ai-bengaluru-2-to-4-years-170725922819,Data Engineer – Python,35
150725028713,https://www.naukri.com/job-listings-etl-developer-sybase-python-bangalore-12month-contract-orcapod-consulting-services-bengaluru-6-to-11-years-150725028713,"ETL Developer|Sybase,Python|Bangalore|12month Contract|",35
150725020325,https://www.naukri.com/job-listings-db-etl-developer-python-bangalore-12mnths-contract-top-mnc-orcapod-consulting-services-bengaluru-7-to-12-years-150725020325,DB ETL Developer(Python**)|Bangalore|12Mnths Contract|Top MNC,35
080725502126,https://www.naukri.com/job-listings-python-etl-and-devops-developer-ntt-data-bengaluru-6-to-9-years-080725502126,"Python, ETL and DevOps - Developer",35
030425500396,https://www.naukri.com/job-listings-etl-developer-python-luxoft-bengaluru-6-to-10-years-030425500396,ETL Developer - Python,35
271223501652,https://www.naukri.com/job-listings-etl-developer-informatica-power-centre-sql-cloud-iics-diverse-lynx-bengaluru-3-to-7-years-271223501652,"ETL Developer (Informatica Power Centre, SQL, Cloud IICS)",35
090725500511,https://www.naukri.com/job-listings-data-engineer-circle-k-stores-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-090725500511,Data Engineer,30
020725922143,https://www.naukri.com/job-listings-data-engineer-uplers-solutions-private-limited-mumbai-new-delhi-bengaluru-3-to-5-years-020725922143,Data Engineer,30
301020500936,https://www.naukri.com/job-listings-data-engineer-arsr-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-301020500936,Data Engineer,30
210125501878,https://www.naukri.com/job-listings-data-engineer-fractal-analytics-ltd-mumbai-pune-chennai-gurugram-bengaluru-3-to-7-years-210125501878,Data Engineer,30
050525501999,https://www.naukri.com/job-listings-data-engineer-retailcloud-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-050525501999,Data Engineer,30
160725503185,https://www.naukri.com/job-listings-data-engineer-atlassian-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-160725503185,Data Engineer,30
280625500828,https://www.naukri.com/job-listings-data-engineer-nps-prism-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-280625500828,Data Engineer,30
270325506594,https://www.naukri.com/job-listings-data-engineer-investcloud-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-270325506594,Data Engineer,30
260624500498,https://www.naukri.com/job-listings-data-engineer-sapaad-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-260624500498,Data Engineer,30
200125502764,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-200125502764,Data Engineer,30
101123500226,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-101123500226,Data Engineer,30
090824501377,https://www.naukri.com/job-listings-data-engineer-introlligent-introlligent-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-090824501377,Data Engineer - Introlligent,30
060225502140,https://www.naukri.com/job-listings-data-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-060225502140,Data Engineer,30
010525501092,https://www.naukri.com/job-listings-data-engineer-nityo-infotech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-010525501092,Data Engineer,30
220525502673,https://www.naukri.com/job-listings-data-engineer-puresoftware-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-11-years-220525502673,Data Engineer,30
150725012336,https://www.naukri.com/job-listings-cognite-data-engineer-ey-kolkata-pune-bengaluru-3-to-7-years-150725012336,Cognite Data Engineer,30
140725009564,https://www.naukri.com/job-listings-data-engineer-tredence-pune-chennai-bengaluru-1-to-2-years-140725009564,Data Engineer,30
170725039468,https://www.naukri.com/job-listings-data-engineer-live-connections-pune-bengaluru-mumbai-all-areas-4-to-6-years-170725039468,Data Engineer,30
230425503776,https://www.naukri.com/job-listings-data-engineer-etl-go-databricks-instinctools-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-230425503776,"Data Engineer (ETL, Go, Databricks)",30
